id_student,gender,region,highest_education,studied_credits,imd_band,total_clicks,avg_score,engagement_level,performance_level,risk_level,pass_flag,dropout_flag,final_result
607814,F,East Midlands Region,A Level or Equivalent,60,60-70%,554,75.5,Medium,High,High Risk,0,0,Fail
607835,M,South Region,A Level or Equivalent,60,80-90%,3033,88.6153846153846,High,High,Safe,1,0,Pass
607883,M,North Western Region,Lower Than A Level,60,30-40%,,,,,,0,1,Withdrawn
607947,M,North Western Region,A Level or Equivalent,30,70-80%,2815,91.3076923076923,High,High,Safe,1,0,Distinction
608024,F,Ireland,HE Qualification,120,70-80%,1345,77,Medium,High,Low Risk,1,0,Pass
608130,M,South West Region,Lower Than A Level,60,50-60%,3630,45,High,Low,Safe,1,0,Pass
608243,M,South Region,A Level or Equivalent,60,80-90%,1749,82.4615384615385,High,High,Low Risk,1,0,Distinction
608459,M,North Region,Lower Than A Level,90,,817,71.3333333333333,Medium,High,High Risk,0,1,Withdrawn
608472,M,North Western Region,Lower Than A Level,60,50-60%,1464,33.3333333333333,Medium,Low,Low Risk,1,0,Pass
608504,M,North Western Region,A Level or Equivalent,60,30-40%,3665,65.2222222222222,High,Medium,Safe,1,0,Pass
608591,M,North Region,Lower Than A Level,30,20-30%,902,,Medium,,High Risk,0,1,Withdrawn
608669,M,Scotland,A Level or Equivalent,30,60-70%,331,,Low,,High Risk,0,0,Fail
608744,M,North Region,A Level or Equivalent,30,,2795,79.75,High,High,Safe,1,0,Pass
608884,M,East Anglian Region,Lower Than A Level,60,80-90%,680,53,Medium,Medium,High Risk,1,0,Pass
608967,M,South Region,Lower Than A Level,60,20-30%,161,,Low,,Very High Risk,0,0,Fail
609025,M,London Region,Lower Than A Level,60,90-100%,1661,93.5,High,High,Low Risk,1,0,Pass
609192,M,Scotland,Lower Than A Level,60,80-90%,1210,69.6666666666667,Medium,Medium,Low Risk,1,0,Pass
609490,M,Yorkshire Region,Lower Than A Level,30,40-50%,,,,,,0,1,Withdrawn
609527,M,South East Region,HE Qualification,30,70-80%,2135,87.4,High,High,Low Risk,1,0,Distinction
609583,M,Wales,A Level or Equivalent,90,40-50%,932,80,Medium,High,Low Risk,0,1,Withdrawn
609682,M,North Western Region,HE Qualification,60,10-20,1360,82.75,Medium,High,Low Risk,1,0,Pass
609748,M,South Region,Lower Than A Level,30,40-50%,554,80,Medium,High,High Risk,0,1,Withdrawn
610025,M,Scotland,HE Qualification,60,80-90%,2031,77,High,High,Low Risk,1,0,Pass
610143,M,South Region,A Level or Equivalent,30,40-50%,140,,Low,,Very High Risk,0,0,Fail
610158,M,East Anglian Region,Lower Than A Level,60,40-50%,985,70.75,Medium,High,Low Risk,1,0,Pass
610188,M,North Western Region,A Level or Equivalent,120,10-20,1321,92.75,Medium,High,Low Risk,1,0,Pass
610453,M,Ireland,Lower Than A Level,60,,6634,92,High,High,Safe,1,0,Pass
610503,M,West Midlands Region,A Level or Equivalent,60,20-30%,1271,75.75,Medium,High,Low Risk,1,0,Pass
610549,M,North Western Region,A Level or Equivalent,60,50-60%,1322,76.8,Medium,High,Low Risk,1,0,Pass
610575,M,West Midlands Region,HE Qualification,60,40-50%,4979,76.75,High,High,Safe,1,0,Pass
610695,M,West Midlands Region,Lower Than A Level,60,20-30%,796,,Medium,,High Risk,0,1,Withdrawn
610855,M,East Midlands Region,Lower Than A Level,150,50-60%,1802,81.75,High,High,Low Risk,1,0,Pass
610873,M,East Midlands Region,Lower Than A Level,60,30-40%,1614,80.75,High,High,Low Risk,1,0,Pass
610888,M,South West Region,Lower Than A Level,30,30-40%,557,65,Medium,Medium,High Risk,0,0,Fail
610979,M,South Region,A Level or Equivalent,30,50-60%,409,65.5,Low,Medium,High Risk,0,0,Fail
611033,M,North Region,Post Graduate Qualification,30,,2407,89.3,High,High,Safe,1,0,Distinction
611049,M,North Region,A Level or Equivalent,60,80-90%,845,89.75,Medium,High,High Risk,1,0,Distinction
611062,M,South West Region,A Level or Equivalent,60,20-30%,1548,79.4,Medium,High,Low Risk,0,0,Fail
611202,M,Scotland,A Level or Equivalent,30,90-100%,2501,89.25,High,High,Safe,1,0,Distinction
611206,M,Wales,Lower Than A Level,30,10-20,398,65,Low,Medium,High Risk,0,0,Fail
611255,M,Ireland,A Level or Equivalent,60,,11818,86.5384615384615,High,High,Safe,1,0,Pass
611344,M,South Region,Lower Than A Level,60,70-80%,2111,86.75,High,High,Low Risk,1,0,Pass
611402,M,South Region,HE Qualification,60,70-80%,3100,60.1666666666667,High,Medium,Safe,1,0,Pass
611405,M,West Midlands Region,Lower Than A Level,60,90-100%,2936,93,High,High,Safe,0,1,Withdrawn
611561,F,Scotland,A Level or Equivalent,30,70-80%,474,83.5,Low,High,High Risk,0,0,Fail
611564,M,Scotland,A Level or Equivalent,30,40-50%,2481,83,High,High,Safe,1,0,Pass
611565,F,Scotland,A Level or Equivalent,30,50-60%,,,,,,0,1,Withdrawn
611639,F,Scotland,A Level or Equivalent,30,70-80%,578,41.25,Medium,Low,High Risk,0,0,Fail
612048,M,Scotland,A Level or Equivalent,30,70-80%,1148,70.5,Medium,High,Low Risk,1,0,Pass
612177,M,Scotland,HE Qualification,60,70-80%,2209,71.6,High,High,Safe,1,0,Distinction
612183,M,Scotland,A Level or Equivalent,60,80-90%,7699,74.25,High,High,Safe,1,0,Distinction
612187,M,Scotland,HE Qualification,60,70-80%,4998,69.875,High,Medium,Safe,1,0,Distinction
612191,M,Scotland,Lower Than A Level,30,10-20,1367,87,Medium,High,Low Risk,0,0,Fail
612199,M,Scotland,HE Qualification,30,10-20,388,90,Low,High,High Risk,0,1,Withdrawn
943374,M,Scotland,Lower Than A Level,30,50-60%,9202,62.6153846153846,High,Medium,Safe,1,0,Pass
965763,M,North Western Region,A Level or Equivalent,90,50-60%,1477,78.75,Medium,High,Low Risk,1,0,Pass
991843,F,Scotland,A Level or Equivalent,30,80-90%,5137,95.5,High,High,Safe,1,0,Distinction
1053702,M,Scotland,HE Qualification,90,60-70%,1486,91.25,Medium,High,Low Risk,1,0,Distinction
1073766,M,East Midlands Region,HE Qualification,60,80-90%,4542,84.25,High,High,Safe,1,0,Pass
1400592,M,Scotland,A Level or Equivalent,90,0-10%,71,,Low,,Very High Risk,0,1,Withdrawn
1487084,M,South East Region,HE Qualification,180,30-40%,3116,75.5,High,High,Safe,1,0,Pass
1529371,M,North Region,HE Qualification,60,80-90%,766,94,Medium,High,High Risk,0,0,Fail
1541906,M,West Midlands Region,Lower Than A Level,60,40-50%,806,82.6666666666667,Medium,High,High Risk,0,0,Fail
1561750,F,Scotland,Lower Than A Level,60,0-10%,5381,73.875,High,High,Safe,1,0,Pass
1567505,M,East Anglian Region,A Level or Equivalent,120,70-80%,2215,79.5,High,High,Safe,1,0,Pass
1622944,M,Scotland,A Level or Equivalent,30,0-10%,671,90,Medium,High,High Risk,0,0,Fail
1638548,M,Scotland,A Level or Equivalent,130,50-60%,2211,86.3333333333333,High,High,Safe,1,0,Pass
1667346,M,Yorkshire Region,HE Qualification,150,60-70%,1277,91.25,Medium,High,Low Risk,1,0,Pass
1725109,M,Wales,HE Qualification,90,50-60%,8226,97.5,High,High,Safe,1,0,Distinction
1762336,M,East Midlands Region,A Level or Equivalent,90,30-40%,1171,83,Medium,High,Low Risk,0,0,Fail
1781834,M,Ireland,HE Qualification,115,30-40%,13940,81.3076923076923,High,High,Safe,1,0,Pass
1837015,M,London Region,Lower Than A Level,30,30-40%,85,,Low,,Very High Risk,0,0,Fail
1850818,M,South West Region,A Level or Equivalent,30,30-40%,814,51.4,Medium,Medium,High Risk,1,0,Pass
1861793,M,South Region,Lower Than A Level,30,70-80%,10832,99.25,High,High,Safe,1,0,Distinction
1896088,M,West Midlands Region,A Level or Equivalent,60,30-40%,2044,62.75,High,Medium,Low Risk,0,1,Withdrawn
1902240,M,South Region,A Level or Equivalent,60,60-70%,6826,89.7692307692308,High,High,Safe,1,0,Distinction
1915408,M,Scotland,HE Qualification,30,50-60%,1294,80.75,Medium,High,Low Risk,1,0,Pass
1924641,M,Scotland,HE Qualification,120,60-70%,2344,47.9090909090909,High,Low,Safe,1,0,Pass
1930644,M,Scotland,Lower Than A Level,90,50-60%,1056,52.5,Medium,Medium,Low Risk,1,0,Pass
1951925,M,Yorkshire Region,A Level or Equivalent,60,10-20,473,81,Low,High,High Risk,0,0,Fail
1954230,M,North Western Region,A Level or Equivalent,30,0-10%,1670,84.5,High,High,Low Risk,1,0,Pass
1976350,M,Wales,A Level or Equivalent,30,70-80%,1744,80.2142857142857,High,High,Low Risk,1,0,Pass
1991903,F,Yorkshire Region,A Level or Equivalent,30,10-20,1043,89.25,Medium,High,Low Risk,1,0,Pass
1993955,M,Ireland,HE Qualification,60,,843,70.75,Medium,High,High Risk,1,0,Pass
1994610,F,North Region,HE Qualification,30,,2431,89.5,High,High,Safe,0,1,Withdrawn
1995239,M,North Region,Lower Than A Level,60,,2487,82,High,High,Safe,0,0,Fail
1995532,M,Ireland,Post Graduate Qualification,60,,902,90,Medium,High,High Risk,1,0,Distinction
2028474,M,South Region,A Level or Equivalent,165,40-50%,507,86,Medium,High,High Risk,0,0,Fail
2033951,M,West Midlands Region,A Level or Equivalent,30,20-30%,1459,84.75,Medium,High,Low Risk,1,0,Distinction
2046324,F,Scotland,HE Qualification,30,30-40%,2053,81,High,High,Low Risk,0,0,Fail
2056643,M,Scotland,A Level or Equivalent,60,80-90%,7926,91.25,High,High,Safe,1,0,Pass
2080916,M,Scotland,HE Qualification,90,,978,95,Medium,High,Low Risk,0,1,Withdrawn
2094849,M,East Midlands Region,A Level or Equivalent,60,80-90%,711,69,Medium,Medium,High Risk,0,1,Withdrawn
2109119,M,East Anglian Region,HE Qualification,60,40-50%,4477,77.2307692307692,High,High,Safe,1,0,Distinction
2115680,M,North Western Region,Lower Than A Level,60,0-10%,9,,Low,,Very High Risk,0,1,Withdrawn
2128283,M,South East Region,HE Qualification,90,50-60%,6922,73.6666666666667,High,High,Safe,0,1,Withdrawn
2134237,M,North Region,HE Qualification,90,,2018,64.5714285714286,High,Medium,Low Risk,1,0,Pass
2134304,M,Scotland,Lower Than A Level,60,70-80%,4137,66.25,High,Medium,Safe,1,0,Pass
2137413,M,North Western Region,Lower Than A Level,30,20-30%,1859,80,High,High,Low Risk,0,0,Fail
2138146,M,Wales,Lower Than A Level,30,90-100%,1538,80,Medium,High,Low Risk,1,0,Pass
2171834,M,Scotland,HE Qualification,120,70-80%,3184,74.2222222222222,High,High,Safe,1,0,Pass
2187588,M,Ireland,A Level or Equivalent,60,70-80%,1774,82.75,High,High,Low Risk,0,1,Withdrawn
2198356,M,London Region,Lower Than A Level,60,30-40%,,,,,,0,1,Withdrawn
2199455,M,South Region,A Level or Equivalent,30,10-20,1445,91.5,Medium,High,Low Risk,1,0,Pass
2252437,M,North Western Region,Lower Than A Level,60,0-10%,3392,67.3333333333333,High,Medium,Safe,1,0,Pass
2255516,M,West Midlands Region,Lower Than A Level,95,10-20,4826,91.5,High,High,Safe,1,0,Distinction
2274938,M,East Anglian Region,HE Qualification,30,40-50%,911,85.5,Medium,High,Low Risk,0,0,Fail
2326597,F,London Region,A Level or Equivalent,90,10-20,642,66.6666666666667,Medium,Medium,High Risk,1,0,Pass
2331750,M,Scotland,Lower Than A Level,30,50-60%,1877,92,High,High,Low Risk,1,0,Pass
2384615,M,Scotland,A Level or Equivalent,150,90-100%,,,,,,0,1,Withdrawn
2389754,M,North Region,HE Qualification,60,,2263,60.2857142857143,High,Medium,Safe,1,0,Pass
2408307,M,South West Region,A Level or Equivalent,90,90-100%,4426,92.25,High,High,Safe,1,0,Distinction
2418732,F,North Region,HE Qualification,60,,4823,88.1538461538462,High,High,Safe,1,0,Distinction
2435050,F,North Western Region,Lower Than A Level,90,0-10%,,,,,,0,1,Withdrawn
2435726,F,Scotland,HE Qualification,60,40-50%,1528,86.75,Medium,High,Low Risk,1,0,Pass
2451726,F,North Region,Lower Than A Level,60,20-30%,1325,64.1666666666667,Medium,Medium,Low Risk,1,0,Pass
2474006,M,Ireland,HE Qualification,150,,1400,73.75,Medium,High,Low Risk,1,0,Pass
2474995,M,North Region,HE Qualification,30,,6124,79.75,High,High,Safe,1,0,Pass
2485655,M,East Anglian Region,HE Qualification,30,20-30%,8585,85.5,High,High,Safe,1,0,Distinction
2487990,M,North Region,Post Graduate Qualification,90,,1639,89,High,High,Low Risk,1,0,Pass
2505299,M,Scotland,A Level or Equivalent,60,30-40%,2352,91,High,High,Safe,1,0,Pass
2513333,M,East Anglian Region,A Level or Equivalent,60,80-90%,468,,Low,,High Risk,0,0,Fail
2518880,M,Scotland,HE Qualification,60,10-20,,,,,,0,0,Fail
2537898,M,South Region,Lower Than A Level,30,90-100%,1108,82,Medium,High,Low Risk,1,0,Pass
2541992,M,Wales,Lower Than A Level,60,30-40%,385,,Low,,High Risk,0,1,Withdrawn
2542645,M,South West Region,A Level or Equivalent,30,20-30%,432,77.3333333333333,Low,High,High Risk,0,0,Fail
2562704,M,Scotland,A Level or Equivalent,30,80-90%,312,73,Low,High,Very High Risk,0,1,Withdrawn
2564333,M,North Western Region,A Level or Equivalent,60,0-10%,4260,66.25,High,Medium,Safe,1,0,Pass
2569834,F,East Anglian Region,A Level or Equivalent,60,80-90%,2060,63.2,High,Medium,Low Risk,1,0,Pass
2574909,M,Wales,HE Qualification,90,30-40%,2252,65.2857142857143,High,Medium,Safe,1,0,Pass
2588201,M,South Region,Lower Than A Level,60,30-40%,3894,83.1538461538462,High,High,Safe,1,0,Pass
2590189,M,Wales,HE Qualification,30,80-90%,2386,65.5,High,Medium,Safe,1,0,Pass
2598509,M,London Region,Lower Than A Level,60,30-40%,1245,82,Medium,High,Low Risk,1,0,Pass
2598961,M,East Anglian Region,HE Qualification,30,20-30%,6792,95.6923076923077,High,High,Safe,1,0,Distinction
2604856,M,South Region,Lower Than A Level,90,50-60%,2245,70.5,High,High,Safe,0,0,Fail
2607824,M,West Midlands Region,Lower Than A Level,60,60-70%,2696,89.75,High,High,Safe,1,0,Pass
2608828,M,South East Region,HE Qualification,55,50-60%,1200,89.75,Medium,High,Low Risk,1,0,Pass
2610857,M,Yorkshire Region,Lower Than A Level,120,0-10%,1,,Low,,Very High Risk,0,1,Withdrawn
2614546,M,Yorkshire Region,HE Qualification,30,0-10%,1363,,Medium,,Low Risk,0,1,Withdrawn
2615849,M,South Region,Lower Than A Level,90,50-60%,1902,71.2,High,High,Low Risk,1,0,Pass
2616950,M,North Region,A Level or Equivalent,60,40-50%,5196,73.3076923076923,High,High,Safe,1,0,Pass
2617635,M,West Midlands Region,A Level or Equivalent,60,0-10%,895,75.4,Medium,High,High Risk,1,0,Pass
2619025,M,West Midlands Region,A Level or Equivalent,90,20-30%,7219,81.1538461538462,High,High,Safe,1,0,Distinction
2623263,M,South Region,A Level or Equivalent,60,50-60%,6675,92.4,High,High,Safe,1,0,Distinction
2623960,M,Scotland,HE Qualification,120,50-60%,792,76,Medium,High,High Risk,0,1,Withdrawn
2625693,M,North Region,A Level or Equivalent,60,50-60%,1600,91.5,High,High,Low Risk,1,0,Pass
2634238,M,Yorkshire Region,Lower Than A Level,60,30-40%,361,67,Low,Medium,High Risk,0,0,Fail
2641254,M,East Anglian Region,Lower Than A Level,60,90-100%,6832,69.75,High,Medium,Safe,1,0,Pass
2641364,M,East Midlands Region,A Level or Equivalent,60,20-30%,7324,80.25,High,High,Safe,1,0,Pass
2657915,M,Yorkshire Region,Lower Than A Level,60,50-60%,1664,88.5,High,High,Low Risk,1,0,Distinction
2670012,M,North Region,A Level or Equivalent,90,10-20,18,,Low,,Very High Risk,0,1,Withdrawn
2681277,M,London Region,HE Qualification,170,30-40%,974,94.5,Medium,High,Low Risk,0,1,Withdrawn
2698535,M,Wales,Lower Than A Level,60,50-60%,4241,39.25,High,Low,Safe,1,0,Pass
25150,M,North Western Region,HE Qualification,60,90-100%,2103,84.25,High,High,Low Risk,1,0,Pass
27780,M,Wales,A Level or Equivalent,150,10-20,553,60,Medium,Medium,High Risk,1,0,Pass
29639,M,North Region,Lower Than A Level,30,,10503,83.7692307692308,High,High,Safe,1,0,Pass
29820,M,East Anglian Region,HE Qualification,60,40-50%,2502,80.6153846153846,High,High,Safe,1,0,Pass
35340,M,South Region,A Level or Equivalent,60,50-60%,1812,79.75,High,High,Low Risk,1,0,Pass
35508,M,South West Region,A Level or Equivalent,30,90-100%,3412,87,High,High,Safe,1,0,Distinction
64296,M,Scotland,HE Qualification,60,20-30%,1239,86.5,Medium,High,Low Risk,0,0,Fail
69239,F,East Midlands Region,Lower Than A Level,90,50-60%,,,,,,0,1,Withdrawn
70537,M,London Region,Lower Than A Level,120,10-20,2434,80.75,High,High,Safe,1,0,Pass
83219,F,West Midlands Region,A Level or Equivalent,60,0-10%,3395,73.0769230769231,High,High,Safe,1,0,Pass
97486,M,North Western Region,HE Qualification,60,70-80%,13,,Low,,Very High Risk,0,1,Withdrawn
121574,F,East Anglian Region,A Level or Equivalent,30,10-20,,,,,,0,0,Fail
128971,M,East Midlands Region,HE Qualification,30,80-90%,1982,84.5,High,High,Low Risk,1,0,Pass
135330,M,Scotland,HE Qualification,60,90-100%,825,64,Medium,Medium,High Risk,0,0,Fail
144745,F,London Region,HE Qualification,30,20-30%,2578,72.9230769230769,High,High,Safe,1,0,Pass
148282,M,North Western Region,HE Qualification,30,80-90%,197,46,Low,Low,Very High Risk,0,0,Fail
156594,M,South Region,Post Graduate Qualification,30,90-100%,2094,80.25,High,High,Low Risk,1,0,Pass
158831,M,London Region,A Level or Equivalent,60,40-50%,981,77.75,Medium,High,Low Risk,1,0,Pass
165376,F,London Region,A Level or Equivalent,120,60-70%,911,67.3333333333333,Medium,Medium,Low Risk,1,0,Pass
167791,M,North Western Region,A Level or Equivalent,60,20-30%,2734,76.1,High,High,Safe,1,0,Distinction
170936,M,North Western Region,HE Qualification,60,10-20,339,65.6666666666667,Low,Medium,High Risk,1,0,Pass
171334,M,South West Region,A Level or Equivalent,60,30-40%,380,97,Low,High,High Risk,0,1,Withdrawn
174512,M,West Midlands Region,Lower Than A Level,60,90-100%,,,,,,0,1,Withdrawn
182400,M,North Region,HE Qualification,30,,1523,39.25,Medium,Low,Low Risk,0,0,Fail
185057,M,Ireland,HE Qualification,30,,3844,66.4,High,Medium,Safe,1,0,Pass
186476,M,North Western Region,A Level or Equivalent,30,90-100%,1009,81.75,Medium,High,Low Risk,1,0,Pass
188260,M,Wales,A Level or Equivalent,120,40-50%,918,79,Medium,High,Low Risk,1,0,Pass
188662,M,Scotland,HE Qualification,30,80-90%,2762,87.1666666666667,High,High,Safe,1,0,Pass
193163,M,Scotland,HE Qualification,90,70-80%,1729,69.875,High,Medium,Low Risk,0,0,Fail
197730,M,Scotland,HE Qualification,100,90-100%,1035,83.3333333333333,Medium,High,Low Risk,1,0,Pass
198902,M,London Region,Lower Than A Level,60,0-10%,857,38.75,Medium,Low,High Risk,0,0,Fail
231019,M,South West Region,Lower Than A Level,30,50-60%,708,46.5,Medium,Low,High Risk,0,0,Fail
231339,F,Scotland,Post Graduate Qualification,60,80-90%,4784,91.8181818181818,High,High,Safe,1,0,Distinction
234559,M,Scotland,HE Qualification,60,60-70%,932,64.5,Medium,Medium,Low Risk,1,0,Pass
237934,M,Scotland,HE Qualification,60,80-90%,201,64.3333333333333,Low,Medium,Very High Risk,0,0,Fail
244166,M,West Midlands Region,A Level or Equivalent,30,20-30%,837,54.75,Medium,Medium,High Risk,0,0,Fail
244977,M,East Anglian Region,A Level or Equivalent,60,50-60%,5498,87.5384615384615,High,High,Safe,1,0,Distinction
247819,M,South East Region,Lower Than A Level,60,30-40%,3868,73.6153846153846,High,High,Safe,1,0,Pass
248818,M,South West Region,Lower Than A Level,30,60-70%,1145,83,Medium,High,Low Risk,1,0,Pass
250092,M,North Western Region,A Level or Equivalent,60,40-50%,134,,Low,,Very High Risk,0,0,Fail
256867,M,Yorkshire Region,A Level or Equivalent,30,80-90%,3252,85.0769230769231,High,High,Safe,1,0,Distinction
261042,M,London Region,Lower Than A Level,120,60-70%,,,,,,0,0,Fail
266040,M,East Anglian Region,A Level or Equivalent,60,20-30%,827,72.3333333333333,Medium,High,High Risk,0,1,Withdrawn
267961,M,Scotland,Lower Than A Level,60,90-100%,1056,90.5,Medium,High,Low Risk,0,0,Fail
272103,M,Scotland,A Level or Equivalent,90,30-40%,,,,,,0,0,Fail
274218,M,London Region,Lower Than A Level,40,40-50%,1498,88.5,Medium,High,Low Risk,1,0,Pass
278786,M,Scotland,Lower Than A Level,135,40-50%,692,68,Medium,Medium,High Risk,0,0,Fail
285170,M,London Region,A Level or Equivalent,60,10-20,12938,77.5454545454546,High,High,Safe,1,0,Pass
289397,M,South East Region,A Level or Equivalent,60,60-70%,476,81.6666666666667,Low,High,High Risk,1,0,Pass
291674,F,West Midlands Region,A Level or Equivalent,60,10-20,3305,89.6153846153846,High,High,Safe,1,0,Distinction
293670,M,South Region,A Level or Equivalent,30,40-50%,54,,Low,,Very High Risk,0,1,Withdrawn
293686,M,South West Region,A Level or Equivalent,30,30-40%,7987,81.3076923076923,High,High,Safe,1,0,Distinction
294578,M,London Region,HE Qualification,60,20-30%,,,,,,0,1,Withdrawn
303774,M,Scotland,Lower Than A Level,30,20-30%,,,,,,0,1,Withdrawn
308391,M,West Midlands Region,A Level or Equivalent,60,30-40%,273,52,Low,Medium,Very High Risk,0,1,Withdrawn
321112,M,North Region,A Level or Equivalent,60,0-10%,,,,,,0,1,Withdrawn
324257,M,London Region,A Level or Equivalent,60,0-10%,1871,52.7,High,Medium,Low Risk,1,0,Pass
329455,M,London Region,Post Graduate Qualification,30,20-30%,3265,89,High,High,Safe,1,0,Distinction
335355,M,South Region,A Level or Equivalent,60,80-90%,975,81,Medium,High,Low Risk,1,0,Pass
338854,M,Wales,HE Qualification,150,40-50%,2022,63.5,High,Medium,Low Risk,1,0,Pass
339353,M,East Midlands Region,A Level or Equivalent,120,70-80%,,,,,,0,1,Withdrawn
342957,M,Scotland,Lower Than A Level,60,80-90%,1511,58,Medium,Medium,Low Risk,1,0,Pass
349069,M,South West Region,Lower Than A Level,60,0-10%,255,40,Low,Low,Very High Risk,0,0,Fail
350690,F,South East Region,Lower Than A Level,150,20-30%,2008,83.5,High,High,Low Risk,0,0,Fail
353368,M,North Western Region,A Level or Equivalent,60,10-20,444,80.3333333333333,Low,High,High Risk,0,0,Fail
353953,M,South East Region,A Level or Equivalent,30,90-100%,664,86.25,Medium,High,High Risk,1,0,Pass
359460,F,South East Region,A Level or Equivalent,90,60-70%,809,79,Medium,High,High Risk,0,1,Withdrawn
359728,M,London Region,Lower Than A Level,60,20-30%,26,,Low,,Very High Risk,0,1,Withdrawn
366424,F,South Region,HE Qualification,135,20-30%,2188,64.8,High,Medium,Safe,1,0,Pass
368306,M,East Midlands Region,A Level or Equivalent,130,70-80%,749,59.25,Medium,Medium,High Risk,1,0,Pass
371113,M,East Anglian Region,Lower Than A Level,60,50-60%,54,,Low,,Very High Risk,0,1,Withdrawn
372812,M,South East Region,A Level or Equivalent,60,20-30%,357,77,Low,High,High Risk,0,1,Withdrawn
380921,M,East Anglian Region,HE Qualification,30,60-70%,868,72.25,Medium,High,High Risk,1,0,Pass
382432,M,South West Region,Lower Than A Level,60,0-10%,733,,Medium,,High Risk,0,1,Withdrawn
382910,M,East Anglian Region,HE Qualification,90,90-100%,1299,82.5,Medium,High,Low Risk,1,0,Pass
383239,M,Wales,Lower Than A Level,30,80-90%,1303,91,Medium,High,Low Risk,1,0,Pass
389267,M,North Western Region,A Level or Equivalent,30,30-40%,2733,89.25,High,High,Safe,1,0,Pass
393488,M,London Region,No Formal quals,120,20-30%,1607,64.3333333333333,High,Medium,Low Risk,1,0,Pass
404239,M,Scotland,A Level or Equivalent,60,40-50%,84,,Low,,Very High Risk,0,0,Fail
407428,M,West Midlands Region,Lower Than A Level,60,30-40%,231,,Low,,Very High Risk,0,0,Fail
410810,F,South Region,Lower Than A Level,100,90-100%,1367,85.75,Medium,High,Low Risk,1,0,Pass
411381,M,East Anglian Region,A Level or Equivalent,90,80-90%,129,40.5,Low,Low,Very High Risk,0,0,Fail
413891,M,Wales,A Level or Equivalent,30,0-10%,667,46.3333333333333,Medium,Low,High Risk,0,0,Fail
416689,F,Scotland,A Level or Equivalent,120,70-80%,1137,66.6,Medium,Medium,Low Risk,0,1,Withdrawn
417547,M,South Region,Lower Than A Level,30,90-100%,1280,75,Medium,High,Low Risk,1,0,Pass
420333,F,South East Region,Lower Than A Level,30,80-90%,2248,70.25,High,High,Safe,1,0,Pass
421111,M,East Midlands Region,Lower Than A Level,60,40-50%,1306,42.25,Medium,Low,Low Risk,1,0,Pass
422341,M,East Midlands Region,Lower Than A Level,60,80-90%,16,,Low,,Very High Risk,0,1,Withdrawn
424978,M,Wales,Lower Than A Level,30,60-70%,1752,85.25,High,High,Low Risk,1,0,Pass
426316,M,Scotland,HE Qualification,60,40-50%,1539,83,Medium,High,Low Risk,1,0,Pass
426616,F,Scotland,HE Qualification,60,90-100%,3004,62,High,Medium,Safe,1,0,Pass
431386,M,East Anglian Region,A Level or Equivalent,60,90-100%,232,74.125,Low,High,Very High Risk,0,0,Fail
437971,M,Scotland,A Level or Equivalent,30,80-90%,736,96,Medium,High,High Risk,0,1,Withdrawn
441852,M,South West Region,A Level or Equivalent,60,70-80%,1858,87.75,High,High,Low Risk,1,0,Pass
443948,M,London Region,Lower Than A Level,60,50-60%,7119,86.75,High,High,Safe,1,0,Pass
444197,M,South Region,A Level or Equivalent,30,90-100%,1411,87.25,Medium,High,Low Risk,1,0,Pass
444349,M,East Anglian Region,A Level or Equivalent,30,90-100%,366,75.5,Low,High,High Risk,0,0,Fail
446077,M,East Midlands Region,Lower Than A Level,30,80-90%,757,60.5,Medium,Medium,High Risk,0,0,Fail
446295,M,Wales,Lower Than A Level,60,20-30%,298,,Low,,Very High Risk,0,0,Fail
447235,M,East Anglian Region,A Level or Equivalent,30,50-60%,1202,87.25,Medium,High,Low Risk,1,0,Distinction
464724,M,South Region,Lower Than A Level,60,,5403,66.8,High,Medium,Safe,1,0,Pass
467144,M,East Anglian Region,A Level or Equivalent,30,80-90%,1236,83.6666666666667,Medium,High,Low Risk,1,0,Pass
469761,F,South West Region,A Level or Equivalent,60,90-100%,6339,90.3076923076923,High,High,Safe,1,0,Pass
469861,M,North Western Region,HE Qualification,30,60-70%,637,95,Medium,High,High Risk,1,0,Pass
471018,M,West Midlands Region,Lower Than A Level,60,60-70%,426,57.5,Low,Medium,High Risk,0,0,Fail
474628,M,South West Region,HE Qualification,30,80-90%,3620,79.3076923076923,High,High,Safe,1,0,Pass
474674,F,East Midlands Region,Lower Than A Level,180,30-40%,144,78,Low,High,Very High Risk,0,1,Withdrawn
475497,M,Scotland,A Level or Equivalent,30,50-60%,586,71.5,Medium,High,High Risk,0,0,Fail
478550,M,East Anglian Region,A Level or Equivalent,60,10-20,7225,80.3333333333333,High,High,Safe,1,0,Pass
478791,M,West Midlands Region,HE Qualification,60,60-70%,4255,94.75,High,High,Safe,1,0,Pass
479607,M,Wales,A Level or Equivalent,180,20-30%,782,63,Medium,Medium,High Risk,0,0,Fail
480928,M,Yorkshire Region,Lower Than A Level,150,90-100%,609,21.5,Medium,Low,High Risk,0,1,Withdrawn
481618,M,South East Region,A Level or Equivalent,30,40-50%,2779,96.5,High,High,Safe,1,0,Pass
485920,M,East Anglian Region,Lower Than A Level,30,60-70%,1772,53.4444444444444,High,Medium,Low Risk,1,0,Pass
486836,F,North Western Region,A Level or Equivalent,60,10-20,1242,81.5,Medium,High,Low Risk,1,0,Pass
487239,M,North Western Region,A Level or Equivalent,120,60-70%,2055,82,High,High,Low Risk,1,0,Pass
